model,params [K],accuracy,token_sequence,model_info
model_0780,5.802,0.75,"[19, 340, 173, 286, 119, 382]","{""0"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""4"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0781,3.329,0.51,"[305, 76, 299, 184, 57, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 24, [1, 1], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""relu""], ""4"": [""Conv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0782,24.17,0.79,"[91, 280, 302, 381, 93, 382]","{""0"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""dropout"", 0.2], ""4"": [""Conv2D"", 24, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0783,10.242,0.53,"[145, 131, 131, 333, 272, 382]","{""0"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 32, [2, 2], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 32, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0784,197.594,0.8,"[103, 16, 170, 100, 289, 382]","{""0"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 8, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0785,33.179,0.51,"[257, 190, 207, 303, 170, 382]","{""0"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0786,35.808,0.51,"[255, 150, 229, 228, 183, 382]","{""0"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0787,0.914,0.51,"[77, 192, 186, 286, 292, 382]","{""0"": [""Conv2D"", 24, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0788,1.808,0.73,"[271, 345, 120, 277, 38, 382]","{""0"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 16, [1, 1], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0789,9.394,0.83,"[120, 122, 35, 45, 148, 382]","{""0"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""relu""], ""1"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 8, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 40, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0790,6.792,0.84,"[249, 169, 10, 2, 164, 382]","{""0"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 8, [1, 1], [3, 3], ""valid"", ""relu""], ""3"": [""Conv2D"", 8, [1, 1], [1, 1], ""valid"", ""relu""], ""4"": [""Conv2D"", 40, [2, 2], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0791,27.97,0.81,"[52, 164, 299, 85, 292, 382]","{""0"": [""Conv2D"", 16, [2, 2], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [2, 2], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0792,4.71,0.78,"[212, 279, 109, 342, 8, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0793,44.649,0.75,"[308, 145, 80, 289, 242, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0794,122.89,0.49,"[136, 121, 95, 205, 135, 382]","{""0"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 24, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0795,3.441,0.49,"[233, 43, 230, 66, 321, 382]","{""0"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [3, 3], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0796,4.192,0.82,"[332, 62, 94, 7, 304, 382]","{""0"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 24, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0797,18.044,0.49,"[194, 293, 273, 325, 97, 382]","{""0"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0798,8.578,0.77,"[155, 184, 126, 45, 126, 382]","{""0"": [""Conv2D"", 40, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 32, [2, 2], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 32, [2, 2], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0799,7.279,0.51,"[301, 254, 21, 356, 181, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 8, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0800,2.735,0.51,"[277, 259, 238, 253, 279, 382]","{""0"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0801,2.785,0.81,"[308, 67, 242, 14, 203, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 16, [3, 3], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 8, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0802,17.528,0.51,"[316, 111, 287, 19, 52, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 32, [1, 1], [1, 1], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 16, [2, 2], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0803,2.194,0.74,"[128, 43, 334, 330, 184, 382]","{""0"": [""Conv2D"", 32, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0804,19.37,0.86,"[144, 160, 159, 42, 78, 382]","{""0"": [""Conv2D"", 32, [3, 3], [3, 3], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 16, [1, 1], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0805,10.68,0.79,"[210, 106, 151, 104, 203, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 40, [1, 1], [2, 2], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0806,6.697,0.51,"[197, 105, 30, 161, 36, 382]","{""0"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 24, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 40, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 8, [3, 3], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0807,6.144,0.74,"[294, 21, 17, 117, 162, 382]","{""0"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 8, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 32, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 40, [2, 2], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0808,2.042,0.49,"[11, 153, 267, 23, 223, 382]","{""0"": [""Conv2D"", 8, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0809,16.526,0.51,"[309, 210, 338, 97, 315, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0810,1024.832,0.82,"[316, 159, 74, 121, 121, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0811,8.162,0.49,"[95, 28, 231, 79, 331, 382]","{""0"": [""Conv2D"", 24, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 8, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0812,1.762,0.51,"[39, 225, 310, 53, 259, 382]","{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0813,16.881,0.51,"[311, 154, 315, 159, 106, 382]","{""0"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0814,1.362,0.51,"[54, 271, 261, 279, 233, 382]","{""0"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 24, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0815,3.13,0.71,"[47, 240, 165, 8, 233, 382]","{""0"": [""Conv2D"", 16, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0816,4.354,0.76,"[170, 146, 191, 216, 5, 382]","{""0"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""1"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""relu""], ""4"": [""Conv2D"", 8, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0817,40.728,0.51,"[254, 171, 297, 355, 279, 382]","{""0"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""1"": [""Conv2D"", 40, [3, 3], [1, 1], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0818,35.194,0.79,"[56, 40, 102, 37, 195, 382]","{""0"": [""Conv2D"", 16, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 16, [1, 1], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 24, [3, 3], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0819,16.672,0.77,"[212, 167, 174, 266, 234, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 40, [3, 3], [2, 2], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0820,6.514,0.8,"[79, 119, 122, 45, 278, 382]","{""0"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0821,7.826,0.79,"[126, 50, 122, 333, 192, 382]","{""0"": [""Conv2D"", 32, [2, 2], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 16, [2, 2], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_0822,1387.196,0.85,"[205, 167, 40, 98, 377, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 40, [2, 2], [3, 3], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 16, [1, 1], [1, 1], ""same"", ""relu""], ""3"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""Dense"", 36, ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0823,1.658,0.51,"[57, 258, 321, 31, 246, 382]","{""0"": [""Conv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0824,18.69,0.8,"[74, 36, 169, 191, 109, 382]","{""0"": [""Conv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""1"": [""Conv2D"", 8, [3, 3], [3, 3], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [1, 1], [3, 3], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0825,0.593,0.51,"[285, 272, 354, 193, 231, 382]","{""0"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0826,3.602,0.72,"[107, 346, 249, 86, 258, 382]","{""0"": [""Conv2D"", 24, [3, 3], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [2, 2], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 24, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0827,16.444,0.79,"[323, 354, 327, 136, 178, 382]","{""0"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""4"": [""Conv2D"", 40, [3, 3], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0828,16.968,0.8,"[210, 141, 156, 270, 170, 382]","{""0"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 40, [1, 1], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_0829,28.078,0.83,"[20, 127, 92, 318, 369, 382]","{""0"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 32, [2, 2], [2, 2], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""valid"", ""relu""], ""4"": [""Dense"", 20, ""sigmoid""], ""5"": [2, ""softmax""]}"
model_0830,4.112,0.51,"[287, 159, 2, 285, 290, 382]","{""0"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 8, [1, 1], [1, 1], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
